date,region,resource_type,usage_cpu,usage_storage,users_active,day_of_week,month,quarter,is_weekend,utilization_ratio,storage_efficiency,cpu_lag_1,cpu_lag_3,cpu_lag_7,cpu_roll_mean_7,cpu_roll_mean_30,cpu_roll_max_7,cpu_roll_min_7
2023-01-23,East US,Storage,92,542,439,0,1,1,False,0.9292929292929293,0.27167919799498746,83.0,96.0,87.0,81.14285714285714,76.93333333333334,96.0,59.0
2023-01-23,East US,Container,60,610,448,0,1,1,False,0.6060606060606061,0.3057644110275689,92.0,86.0,86.0,77.42857142857143,76.56666666666666,96.0,59.0
2023-01-24,East US,VM,75,1569,233,1,1,1,False,0.7575757575757576,0.7864661654135339,60.0,83.0,59.0,79.71428571428571,76.4,96.0,60.0
2023-01-24,East US,Storage,98,1601,417,1,1,1,False,0.98989898989899,0.8025062656641604,75.0,92.0,66.0,84.28571428571429,76.96666666666667,98.0,60.0
2023-01-24,East US,Container,94,1596,481,1,1,1,False,0.9494949494949495,0.8,98.0,60.0,96.0,84.0,77.93333333333334,98.0,60.0
2023-01-25,East US,VM,63,1198,206,2,1,1,False,0.6363636363636364,0.6005012531328321,94.0,75.0,86.0,80.71428571428571,77.83333333333333,98.0,60.0
2023-01-25,East US,Storage,52,1418,437,2,1,1,False,0.5252525252525253,0.7107769423558897,63.0,98.0,83.0,76.28571428571429,76.96666666666667,98.0,52.0
2023-01-25,East US,Container,92,1797,493,2,1,1,False,0.9292929292929293,0.9007518796992481,52.0,94.0,92.0,76.28571428571429,77.26666666666667,98.0,52.0
2023-01-26,East US,VM,71,533,310,3,1,1,False,0.7171717171717171,0.2671679197994987,92.0,63.0,60.0,77.85714285714286,76.83333333333333,98.0,52.0
2023-01-26,East US,Storage,57,1892,435,3,1,1,False,0.5757575757575758,0.9483709273182958,71.0,52.0,75.0,75.28571428571429,76.53333333333333,98.0,52.0
2023-01-26,East US,Container,68,924,300,3,1,1,False,0.6868686868686869,0.4631578947368421,57.0,92.0,98.0,71.0,75.56666666666666,94.0,52.0
2023-01-27,East US,VM,51,967,419,4,1,1,False,0.5151515151515151,0.48471177944862154,68.0,71.0,94.0,64.85714285714286,75.46666666666667,92.0,51.0
2023-01-27,East US,Storage,60,503,333,4,1,1,False,0.6060606060606061,0.2521303258145363,51.0,57.0,63.0,64.42857142857143,74.86666666666666,92.0,51.0
2023-01-27,East US,Container,98,1003,261,4,1,1,False,0.98989898989899,0.5027568922305764,60.0,68.0,52.0,71.0,74.93333333333334,98.0,51.0
2023-01-28,East US,VM,59,760,337,5,1,1,True,0.5959595959595959,0.38095238095238093,98.0,51.0,92.0,66.28571428571429,73.96666666666667,98.0,51.0
2023-01-28,East US,Storage,93,1397,212,5,1,1,True,0.9393939393939394,0.700250626566416,59.0,60.0,71.0,69.42857142857143,74.56666666666666,98.0,51.0
2023-01-28,East US,Container,89,820,300,5,1,1,True,0.898989898989899,0.41102756892230574,93.0,98.0,57.0,74.0,75.8,98.0,51.0
2023-01-29,East US,VM,68,1902,277,6,1,1,True,0.6868686868686869,0.9533834586466166,89.0,59.0,68.0,74.0,75.76666666666667,98.0,51.0
2023-01-29,East US,Storage,75,1073,331,6,1,1,True,0.7575757575757576,0.537844611528822,68.0,93.0,51.0,77.42857142857143,75.26666666666667,98.0,59.0
2023-01-29,East US,Container,74,1565,288,6,1,1,True,0.7474747474747475,0.7844611528822055,75.0,89.0,60.0,79.42857142857143,75.6,98.0,59.0
2023-01-30,East US,VM,76,919,356,0,1,1,False,0.7676767676767676,0.4606516290726817,74.0,68.0,98.0,76.28571428571429,75.53333333333333,93.0,59.0
2023-01-30,East US,Storage,87,1964,296,0,1,1,False,0.8787878787878788,0.9844611528822055,76.0,75.0,59.0,80.28571428571429,75.63333333333334,93.0,68.0
2023-01-30,East US,Container,86,1934,488,0,1,1,False,0.8686868686868687,0.9694235588972431,87.0,74.0,93.0,79.28571428571429,76.7,89.0,68.0
2023-01-31,East US,VM,92,1806,268,1,1,1,False,0.9292929292929293,0.9052631578947369,86.0,76.0,89.0,79.71428571428571,76.86666666666666,92.0,68.0
2023-01-31,East US,Storage,69,510,453,1,1,1,False,0.696969696969697,0.2556390977443609,92.0,87.0,68.0,79.85714285714286,76.3,92.0,69.0
2023-01-31,East US,Container,59,1371,237,1,1,1,False,0.5959595959595959,0.687218045112782,69.0,86.0,75.0,77.57142857142857,76.3,92.0,59.0
2023-02-01,East US,VM,78,1985,495,2,2,1,False,0.7878787878787878,0.9949874686716792,59.0,92.0,74.0,78.14285714285714,76.7,92.0,59.0
2023-02-01,East US,Storage,90,1278,456,2,2,1,False,0.9090909090909091,0.6406015037593985,78.0,69.0,76.0,80.14285714285714,76.5,92.0,59.0
2023-02-01,East US,Container,95,1928,309,2,2,1,False,0.9595959595959596,0.9664160401002506,90.0,59.0,87.0,81.28571428571429,76.8,95.0,59.0
2023-02-02,East US,VM,78,562,349,3,2,1,False,0.7878787878787878,0.28170426065162907,95.0,78.0,86.0,80.14285714285714,76.63333333333334,95.0,59.0
2023-02-02,East US,Storage,75,655,248,3,2,1,False,0.7575757575757576,0.3283208020050125,78.0,90.0,92.0,77.71428571428571,76.06666666666666,95.0,59.0
2023-02-02,East US,Container,56,1348,283,3,2,1,False,0.5656565656565656,0.6756892230576441,75.0,95.0,69.0,75.85714285714286,75.93333333333334,95.0,56.0
2023-02-03,East US,VM,77,1636,313,4,2,1,False,0.7777777777777778,0.8200501253132833,56.0,78.0,59.0,78.42857142857143,76.0,95.0,56.0
2023-02-03,East US,Storage,79,1446,331,4,2,1,False,0.797979797979798,0.724812030075188,77.0,75.0,78.0,78.57142857142857,75.36666666666666,95.0,56.0
2023-02-03,East US,Container,50,1787,254,4,2,1,False,0.5050505050505051,0.8957393483709273,79.0,56.0,90.0,72.85714285714286,73.9,95.0,50.0
2023-02-04,East US,VM,63,1811,319,5,2,1,True,0.6363636363636364,0.9077694235588972,50.0,77.0,95.0,68.28571428571429,73.9,79.0,50.0
2023-02-04,East US,Storage,95,990,364,5,2,1,True,0.9595959595959596,0.49624060150375937,63.0,79.0,78.0,70.71428571428571,75.33333333333333,95.0,50.0
2023-02-04,East US,Container,70,1409,422,5,2,1,True,0.7070707070707071,0.706265664160401,95.0,50.0,75.0,70.0,74.6,95.0,50.0
2023-02-05,East US,VM,93,1353,479,6,2,1,True,0.9393939393939394,0.6781954887218045,70.0,63.0,56.0,75.28571428571429,75.33333333333333,95.0,50.0
2023-02-05,East US,Storage,66,1213,357,6,2,1,True,0.6666666666666666,0.6080200501253132,93.0,95.0,77.0,73.71428571428571,75.63333333333334,95.0,50.0
2023-02-05,East US,Container,95,627,423,6,2,1,True,0.9595959595959596,0.3142857142857143,66.0,70.0,79.0,76.0,76.53333333333333,95.0,50.0
2023-02-06,East US,VM,87,533,216,0,2,1,False,0.8787878787878788,0.2671679197994987,95.0,93.0,50.0,81.28571428571429,77.73333333333333,95.0,63.0
2023-02-06,East US,Storage,86,1676,275,0,2,1,False,0.8686868686868687,0.8401002506265665,87.0,66.0,63.0,84.57142857142857,78.6,95.0,66.0
2023-02-06,East US,Container,72,841,226,0,2,1,False,0.7272727272727273,0.42155388471177946,86.0,95.0,95.0,81.28571428571429,77.73333333333333,95.0,66.0
2023-02-07,East US,VM,89,1750,297,1,2,1,False,0.898989898989899,0.8771929824561403,72.0,87.0,70.0,84.0,78.73333333333333,95.0,66.0
2023-02-07,East US,Storage,96,1163,445,1,2,1,False,0.9696969696969697,0.5829573934837092,89.0,86.0,93.0,84.42857142857143,78.83333333333333,96.0,66.0
2023-02-07,East US,Container,71,568,488,1,2,1,False,0.7171717171717171,0.2847117794486215,96.0,72.0,66.0,85.14285714285714,78.23333333333333,96.0,71.0
2023-02-08,East US,VM,86,1567,216,2,2,1,False,0.8686868686868687,0.7854636591478696,71.0,89.0,95.0,83.85714285714286,78.83333333333333,96.0,71.0
2023-02-08,East US,Storage,59,511,279,2,2,1,False,0.5959595959595959,0.256140350877193,86.0,96.0,87.0,79.85714285714286,78.3,96.0,59.0
2023-02-08,East US,Container,73,838,463,2,2,1,False,0.7373737373737373,0.42005012531328323,59.0,71.0,86.0,78.0,78.26666666666667,96.0,59.0
2023-02-09,East US,VM,57,1326,414,3,2,1,False,0.5757575757575758,0.6646616541353384,73.0,86.0,72.0,75.85714285714286,77.63333333333334,96.0,57.0
2023-02-09,East US,Storage,78,1093,422,3,2,1,False,0.7878787878787878,0.5478696741854636,57.0,59.0,89.0,74.28571428571429,77.33333333333333,96.0,57.0
2023-02-09,East US,Container,79,871,302,3,2,1,False,0.797979797979798,0.43659147869674186,78.0,73.0,96.0,71.85714285714286,77.1,86.0,57.0
2023-02-10,East US,VM,91,1045,450,4,2,1,False,0.9191919191919192,0.5238095238095238,79.0,57.0,71.0,74.71428571428571,77.06666666666666,91.0,57.0
2023-02-10,East US,Storage,62,1664,473,4,2,1,False,0.6262626262626263,0.8340852130325814,91.0,78.0,86.0,71.28571428571429,76.83333333333333,91.0,57.0
2023-02-10,East US,Container,81,1562,228,4,2,1,False,0.8181818181818182,0.7829573934837093,62.0,79.0,59.0,74.42857142857143,77.56666666666666,91.0,57.0
2023-02-11,East US,VM,88,1963,210,5,2,1,True,0.8888888888888888,0.9839598997493735,81.0,91.0,73.0,76.57142857142857,77.9,91.0,57.0
2023-02-11,East US,Storage,62,725,352,5,2,1,True,0.6262626262626263,0.3634085213032581,88.0,62.0,57.0,77.28571428571429,76.96666666666667,91.0,62.0
2023-02-11,East US,Container,56,1063,459,5,2,1,True,0.5656565656565656,0.5328320802005012,62.0,81.0,78.0,74.14285714285714,75.66666666666667,91.0,56.0
2023-02-12,East US,VM,73,502,359,6,2,1,True,0.7373737373737373,0.25162907268170426,56.0,88.0,79.0,73.28571428571429,75.5,91.0,56.0
2023-02-12,East US,Storage,84,1280,319,6,2,1,True,0.8484848484848485,0.6416040100250626,73.0,62.0,91.0,72.28571428571429,75.8,88.0,56.0
2023-02-12,East US,Container,96,1612,267,6,2,1,True,0.9696969696969697,0.8080200501253133,84.0,56.0,62.0,77.14285714285714,77.13333333333334,96.0,56.0
2023-02-13,East US,VM,97,1472,483,0,2,1,False,0.9797979797979798,0.7378446115288221,96.0,73.0,81.0,79.42857142857143,77.8,97.0,56.0
2023-02-13,East US,Storage,54,1472,280,0,2,1,False,0.5454545454545454,0.7378446115288221,97.0,84.0,88.0,74.57142857142857,76.96666666666667,97.0,54.0
2023-02-13,East US,Container,99,1563,423,0,2,1,False,1.0,0.7834586466165413,54.0,96.0,62.0,79.85714285714286,78.6,99.0,54.0
2023-02-14,East US,VM,94,1325,448,1,2,1,False,0.9494949494949495,0.6641604010025063,99.0,97.0,56.0,85.28571428571429,79.63333333333334,99.0,54.0
2023-02-14,East US,Storage,80,1034,359,1,2,1,False,0.8080808080808081,0.5182957393483709,94.0,54.0,73.0,86.28571428571429,79.13333333333334,99.0,54.0
2023-02-14,East US,Container,92,1960,357,1,2,1,False,0.9292929292929293,0.9824561403508771,80.0,99.0,84.0,87.42857142857143,79.86666666666666,99.0,54.0
2023-02-15,East US,VM,78,777,395,2,2,1,False,0.7878787878787878,0.3894736842105263,92.0,94.0,96.0,84.85714285714286,79.36666666666666,99.0,54.0
2023-02-15,East US,Storage,69,983,441,2,2,1,False,0.696969696969697,0.49273182957393485,78.0,80.0,97.0,80.85714285714286,79.46666666666667,99.0,54.0
2023-02-15,East US,Container,53,1230,391,2,2,1,False,0.5353535353535354,0.6165413533834586,69.0,92.0,54.0,80.71428571428571,78.06666666666666,99.0,53.0
2023-02-16,East US,VM,78,1015,298,3,2,1,False,0.7878787878787878,0.5087719298245614,53.0,78.0,99.0,77.71428571428571,77.76666666666667,94.0,53.0
2023-02-16,East US,Storage,62,538,470,3,2,1,False,0.6262626262626263,0.2696741854636591,78.0,69.0,94.0,73.14285714285714,76.96666666666667,92.0,53.0
2023-02-16,East US,Container,78,656,274,3,2,1,False,0.7878787878787878,0.3288220551378446,62.0,53.0,80.0,72.85714285714286,77.16666666666667,92.0,53.0
2023-02-17,East US,VM,76,1583,344,4,2,1,False,0.7676767676767676,0.7934837092731829,78.0,78.0,92.0,70.57142857142857,76.73333333333333,78.0,53.0
2023-02-17,East US,Storage,78,1832,207,4,2,1,False,0.7878787878787878,0.9182957393483709,76.0,62.0,78.0,70.57142857142857,76.13333333333334,78.0,53.0
2023-02-17,East US,Container,64,1550,373,4,2,1,False,0.6464646464646465,0.7769423558897243,78.0,78.0,69.0,69.85714285714286,75.9,78.0,53.0
2023-02-18,East US,VM,67,1843,294,5,2,1,True,0.6767676767676768,0.9238095238095239,64.0,76.0,53.0,71.85714285714286,75.26666666666667,78.0,62.0
2023-02-18,East US,Storage,87,510,416,5,2,1,True,0.8787878787878788,0.2556390977443609,67.0,78.0,78.0,73.14285714285714,76.2,87.0,62.0
2023-02-18,East US,Container,82,601,466,5,2,1,True,0.8282828282828283,0.3012531328320802,87.0,64.0,62.0,76.0,76.5,87.0,64.0
2023-02-19,East US,VM,95,621,342,6,2,1,True,0.9595959595959596,0.3112781954887218,82.0,67.0,78.0,78.42857142857143,77.76666666666667,95.0,64.0
2023-02-19,East US,Storage,83,605,322,6,2,1,True,0.8383838383838383,0.3032581453634085,95.0,87.0,76.0,79.42857142857143,77.93333333333334,95.0,64.0
2023-02-19,East US,Container,55,508,461,6,2,1,True,0.5555555555555556,0.2546365914786967,83.0,82.0,78.0,76.14285714285714,77.13333333333334,95.0,55.0
2023-02-20,East US,VM,72,1408,224,0,2,1,False,0.7272727272727273,0.7057644110275689,55.0,95.0,64.0,77.28571428571429,76.5,95.0,55.0
2023-02-20,East US,Storage,94,1766,321,0,2,1,False,0.9494949494949495,0.8852130325814537,72.0,83.0,67.0,81.14285714285714,77.56666666666666,95.0,55.0
2023-02-20,East US,Container,68,1249,372,0,2,1,False,0.6868686868686869,0.6260651629072682,94.0,55.0,87.0,78.42857142857143,77.13333333333334,95.0,55.0
2023-02-21,East US,VM,77,1887,219,1,2,1,False,0.7777777777777778,0.9458646616541353,68.0,72.0,82.0,77.71428571428571,76.76666666666667,95.0,55.0
2023-02-21,East US,Storage,73,1446,295,1,2,1,False,0.7373737373737373,0.724812030075188,77.0,94.0,95.0,74.57142857142857,77.13333333333334,94.0,55.0
2023-02-21,East US,Container,90,919,449,1,2,1,False,0.9090909090909091,0.4606516290726817,73.0,68.0,83.0,75.57142857142857,78.26666666666667,94.0,55.0
2023-02-22,East US,VM,96,513,430,2,2,1,False,0.9696969696969697,0.2571428571428571,90.0,77.0,55.0,81.42857142857143,79.03333333333333,96.0,68.0
2023-02-22,East US,Storage,74,1607,329,2,2,1,False,0.7474747474747475,0.8055137844611528,96.0,73.0,72.0,81.71428571428571,78.7,96.0,68.0
2023-02-22,East US,Container,88,1337,344,2,2,1,False,0.8888888888888888,0.6701754385964912,74.0,90.0,94.0,80.85714285714286,78.43333333333334,96.0,68.0
2023-02-23,East US,VM,69,1807,320,3,2,1,False,0.696969696969697,0.9057644110275689,88.0,96.0,68.0,81.0,77.5,96.0,69.0
2023-02-23,East US,Storage,92,1186,403,3,2,1,False,0.9292929292929293,0.5944862155388471,69.0,74.0,77.0,83.14285714285714,78.76666666666667,96.0,69.0
2023-02-23,East US,Container,86,804,319,3,2,1,False,0.8686868686868687,0.4030075187969925,92.0,88.0,73.0,85.0,78.33333333333333,96.0,69.0
2023-02-24,East US,VM,99,1739,450,4,2,1,False,1.0,0.8716791979949875,86.0,69.0,90.0,86.28571428571429,78.5,99.0,69.0
2023-02-24,East US,Storage,92,625,416,4,2,1,False,0.9292929292929293,0.3132832080200501,99.0,92.0,96.0,85.71428571428571,78.9,99.0,69.0
2023-02-24,East US,Container,99,1708,238,4,2,1,False,1.0,0.856140350877193,92.0,86.0,74.0,89.28571428571429,79.13333333333334,99.0,69.0
2023-02-25,East US,VM,67,1668,225,5,2,1,True,0.6767676767676768,0.8360902255639098,99.0,99.0,88.0,86.28571428571429,78.76666666666667,99.0,67.0
2023-02-25,East US,Storage,57,802,431,5,2,1,True,0.5757575757575758,0.4020050125313283,67.0,92.0,69.0,84.57142857142857,78.36666666666666,99.0,57.0
2023-02-25,East US,Container,98,1087,488,5,2,1,True,0.98989898989899,0.5448621553884712,57.0,99.0,92.0,85.42857142857143,79.86666666666666,99.0,57.0
2023-02-26,East US,VM,62,1500,478,6,2,1,True,0.6262626262626263,0.7518796992481203,98.0,67.0,86.0,82.0,79.33333333333333,99.0,57.0
2023-02-26,East US,Storage,68,1888,328,6,2,1,True,0.6868686868686869,0.9463659147869674,62.0,57.0,99.0,77.57142857142857,79.53333333333333,99.0,57.0
2023-02-26,East US,Container,73,1321,288,6,2,1,True,0.7373737373737373,0.6621553884711779,68.0,98.0,92.0,74.85714285714286,79.36666666666666,99.0,57.0
2023-02-27,East US,VM,61,1656,492,0,2,1,False,0.6161616161616161,0.8300751879699249,73.0,62.0,99.0,69.42857142857143,78.86666666666666,98.0,57.0
2023-02-27,East US,Storage,64,1823,427,0,2,1,False,0.6464646464646465,0.9137844611528823,61.0,68.0,67.0,69.0,78.4,98.0,57.0
2023-02-27,East US,Container,64,542,220,0,2,1,False,0.6464646464646465,0.27167919799498746,64.0,73.0,57.0,70.0,78.4,98.0,61.0
2023-02-28,East US,VM,51,1088,331,1,2,1,False,0.5151515151515151,0.5453634085213033,64.0,61.0,98.0,63.285714285714285,77.86666666666666,73.0,51.0
