date,actual,predicted
2023-03-19,50,72.4649667896794
2023-03-19,93,72.46496678802532
2023-03-19,86,72.46496678733853
2023-03-19,75,72.46496678839097
2023-03-20,75,72.4649667889403
2023-03-20,56,72.46496678878475
2023-03-20,98,72.4649667885899
2023-03-20,70,72.46496678835764
2023-03-20,51,72.464966788362
2023-03-20,51,72.46496678855584
2023-03-20,73,72.4649667886035
2023-03-20,88,72.46496678855016
2023-03-20,95,72.46496678851133
2023-03-20,64,72.4649667884882
2023-03-20,65,72.46496678850524
2023-03-20,59,72.46496678853472
2023-03-21,92,72.464966788534
2023-03-21,61,72.46496678852206
2023-03-21,85,72.46496678851663
2023-03-21,74,72.46496678851598
2023-03-21,77,72.46496678852048
2023-03-21,64,72.4649667885241
2023-03-21,67,72.4649667885226
2023-03-21,82,72.4649667885205
2023-03-21,55,72.46496678852004
2023-03-21,74,72.46496678852043
2023-03-21,57,72.46496678852125
2023-03-21,77,72.46496678852155
2023-03-22,70,72.46496678852112
2023-03-22,83,72.46496678852083
2023-03-22,80,72.46496678852085
2023-03-22,92,72.46496678852098
2023-03-22,86,72.4649667885211
2023-03-22,51,72.4649667885211
2023-03-22,76,72.46496678852101
2023-03-22,50,72.46496678852098
2023-03-22,68,72.464966788521
2023-03-22,61,72.46496678852102
2023-03-22,50,72.46496678852104
2023-03-22,79,72.46496678852102
2023-03-23,73,72.46496678852101
2023-03-23,76,72.46496678852101
2023-03-23,74,72.46496678852101
2023-03-23,54,72.46496678852101
2023-03-23,61,72.46496678852101
2023-03-23,75,72.46496678852101
2023-03-23,66,72.46496678852101
2023-03-23,72,72.46496678852101
2023-03-23,83,72.46496678852101
2023-03-23,77,72.46496678852101
2023-03-23,68,72.46496678852101
2023-03-23,75,72.46496678852101
2023-03-24,58,72.46496678852101
2023-03-24,95,72.46496678852101
2023-03-24,84,72.46496678852101
2023-03-24,60,72.46496678852101
2023-03-24,76,72.46496678852101
2023-03-24,69,72.46496678852101
2023-03-24,57,72.46496678852101
2023-03-24,52,72.46496678852101
2023-03-24,64,72.46496678852101
2023-03-24,83,72.46496678852101
2023-03-24,77,72.46496678852101
2023-03-24,69,72.46496678852101
2023-03-25,89,72.46496678852101
2023-03-25,83,72.46496678852101
2023-03-25,58,72.46496678852101
2023-03-25,87,72.46496678852101
2023-03-25,57,72.46496678852101
2023-03-25,71,72.46496678852101
2023-03-25,75,72.46496678852101
2023-03-25,52,72.46496678852101
2023-03-25,67,72.46496678852101
2023-03-25,72,72.46496678852101
2023-03-25,55,72.46496678852101
2023-03-25,68,72.46496678852101
2023-03-26,87,72.46496678852101
2023-03-26,68,72.46496678852101
2023-03-26,56,72.46496678852101
2023-03-26,89,72.46496678852101
2023-03-26,98,72.46496678852101
2023-03-26,61,72.46496678852101
2023-03-26,51,72.46496678852101
2023-03-26,90,72.46496678852101
2023-03-26,74,72.46496678852101
2023-03-26,58,72.46496678852101
2023-03-26,65,72.46496678852101
2023-03-26,90,72.46496678852101
2023-03-27,78,72.46496678852101
2023-03-27,70,72.46496678852101
2023-03-27,53,72.46496678852101
2023-03-27,86,72.46496678852101
2023-03-27,66,72.46496678852101
2023-03-27,95,72.46496678852101
2023-03-27,94,72.46496678852101
2023-03-27,58,72.46496678852101
2023-03-27,95,72.46496678852101
2023-03-27,70,72.46496678852101
2023-03-27,81,72.46496678852101
2023-03-27,90,72.46496678852101
2023-03-28,57,72.46496678852101
2023-03-28,55,72.46496678852101
2023-03-28,53,72.46496678852101
2023-03-28,94,72.46496678852101
2023-03-28,73,72.46496678852101
2023-03-28,57,72.46496678852101
2023-03-28,57,72.46496678852101
2023-03-28,87,72.46496678852101
2023-03-28,69,72.46496678852101
2023-03-28,94,72.46496678852101
2023-03-28,84,72.46496678852101
2023-03-28,71,72.46496678852101
2023-03-29,88,72.46496678852101
2023-03-29,98,72.46496678852101
2023-03-29,92,72.46496678852101
2023-03-29,88,72.46496678852101
2023-03-29,60,72.46496678852101
2023-03-29,88,72.46496678852101
2023-03-29,58,72.46496678852101
2023-03-29,73,72.46496678852101
2023-03-29,98,72.46496678852101
2023-03-29,95,72.46496678852101
2023-03-29,57,72.46496678852101
2023-03-29,93,72.46496678852101
2023-03-30,85,72.46496678852101
2023-03-30,64,72.46496678852101
2023-03-30,98,72.46496678852101
2023-03-30,96,72.46496678852101
2023-03-30,82,72.46496678852101
2023-03-30,51,72.46496678852101
2023-03-30,88,72.46496678852101
2023-03-30,94,72.46496678852101
2023-03-30,76,72.46496678852101
2023-03-30,54,72.46496678852101
2023-03-30,61,72.46496678852101
2023-03-30,98,72.46496678852101
2023-03-31,77,72.46496678852101
2023-03-31,98,72.46496678852101
2023-03-31,77,72.46496678852101
2023-03-31,74,72.46496678852101
2023-03-31,55,72.46496678852101
2023-03-31,84,72.46496678852101
2023-03-31,51,72.46496678852101
2023-03-31,58,72.46496678852101
2023-03-31,51,72.46496678852101
2023-03-31,78,72.46496678852101
2023-03-31,67,72.46496678852101
2023-03-31,51,72.46496678852101
