date,region,resource_type,usage_cpu,usage_storage,users_active,day_of_week,month,quarter,is_weekend,utilization_ratio,storage_efficiency,cpu_lag_1,cpu_lag_3,cpu_lag_7,cpu_roll_mean_7,cpu_roll_mean_30,cpu_roll_max_7,cpu_roll_min_7
2023-01-03,North Europe,VM,94,1564,356,1,1,1,False,0.9494949494949496,0.7839598997493734,96.0,51.0,,77.57142857142857,,96.0,51.0
2023-01-03,West US,VM,89,1219,436,1,1,1,False,0.898989898989899,0.6110275689223058,99.0,58.0,,70.85714285714286,,99.0,52.0
2023-01-03,East US,VM,93,661,401,1,1,1,False,0.9393939393939394,0.331328320802005,86.0,96.0,,88.28571428571429,,96.0,70.0
2023-01-03,Southeast Asia,Container,84,788,460,1,1,1,False,0.8484848484848485,0.3949874686716792,66.0,53.0,76.0,67.71428571428571,,84.0,53.0
2023-01-03,Southeast Asia,Storage,66,891,362,1,1,1,False,0.6666666666666666,0.4466165413533834,73.0,55.0,93.0,66.57142857142857,,77.0,53.0
2023-01-03,Southeast Asia,VM,73,1586,338,1,1,1,False,0.7373737373737373,0.7949874686716792,53.0,66.0,,70.42857142857143,,93.0,53.0
2023-01-03,East US,Storage,85,769,470,1,1,1,False,0.8585858585858586,0.3854636591478697,93.0,93.0,88.0,87.85714285714286,,96.0,70.0
2023-01-03,East US,Container,57,1985,414,1,1,1,False,0.5757575757575758,0.9949874686716792,85.0,86.0,92.0,82.85714285714286,,96.0,57.0
2023-01-04,East US,VM,91,730,240,2,1,1,False,0.9191919191919192,0.3659147869674185,57.0,93.0,70.0,85.85714285714286,,96.0,57.0
2023-01-04,Southeast Asia,Container,81,1242,440,2,1,1,False,0.8181818181818182,0.6225563909774436,75.0,84.0,55.0,70.0,,84.0,53.0
2023-01-04,West US,VM,97,1002,261,2,1,1,False,0.9797979797979798,0.5022556390977444,73.0,89.0,52.0,76.57142857142857,,99.0,53.0
2023-01-04,West US,Storage,73,1304,298,2,1,1,False,0.7373737373737373,0.6536340852130326,97.0,67.0,58.0,78.71428571428571,,99.0,53.0
2023-01-04,West US,Container,93,1225,234,2,1,1,False,0.9393939393939394,0.6140350877192983,73.0,73.0,53.0,84.42857142857143,,99.0,67.0
2023-01-04,North Europe,Container,63,1370,482,2,1,1,False,0.6363636363636364,0.6867167919799498,50.0,73.0,96.0,70.0,,96.0,50.0
2023-01-04,North Europe,Storage,50,1528,417,2,1,1,False,0.5050505050505051,0.7659147869674185,50.0,64.0,51.0,74.71428571428571,,96.0,50.0
2023-01-04,North Europe,VM,50,1112,330,2,1,1,False,0.5050505050505051,0.5573934837092732,73.0,94.0,82.0,74.85714285714286,,96.0,50.0
2023-01-04,Southeast Asia,Storage,75,1391,378,2,1,1,False,0.7575757575757576,0.6972431077694236,58.0,66.0,66.0,66.28571428571429,,84.0,53.0
2023-01-04,Southeast Asia,VM,58,706,214,2,1,1,False,0.5858585858585859,0.3538847117794486,84.0,73.0,77.0,65.0,,84.0,53.0
2023-01-04,East US,Storage,77,634,400,2,1,1,False,0.7777777777777778,0.3177944862155388,91.0,85.0,96.0,83.14285714285714,,93.0,57.0
2023-01-04,East US,Container,57,1279,232,2,1,1,False,0.5757575757575758,0.6411027568922306,77.0,57.0,93.0,78.0,,93.0,57.0
2023-01-05,North Europe,Container,60,1871,430,3,1,1,False,0.6060606060606061,0.937844611528822,93.0,63.0,64.0,66.57142857142857,,93.0,50.0
2023-01-05,North Europe,Storage,93,1863,485,3,1,1,False,0.9393939393939394,0.9338345864661656,77.0,50.0,94.0,67.14285714285714,,93.0,50.0
2023-01-05,West US,VM,56,1766,285,3,1,1,False,0.5656565656565656,0.8852130325814537,93.0,97.0,99.0,78.28571428571429,,97.0,56.0
2023-01-05,North Europe,VM,77,1551,307,3,1,1,False,0.7777777777777778,0.7774436090225564,63.0,50.0,96.0,67.28571428571429,,94.0,50.0
2023-01-05,West US,Storage,77,1077,369,3,1,1,False,0.7777777777777778,0.5398496240601504,56.0,73.0,89.0,76.57142857142857,,97.0,56.0
2023-01-05,Southeast Asia,VM,82,1908,482,3,1,1,False,0.8282828282828283,0.956390977443609,81.0,58.0,53.0,74.14285714285714,,84.0,58.0
2023-01-05,West US,Container,94,1512,333,3,1,1,False,0.9494949494949496,0.7578947368421053,77.0,93.0,67.0,80.42857142857143,,97.0,56.0
2023-01-05,Southeast Asia,Container,57,1934,336,3,1,1,False,0.5757575757575758,0.9694235588972432,62.0,81.0,66.0,71.28571428571429,,84.0,57.0
2023-01-05,East US,Container,85,1024,359,3,1,1,False,0.8585858585858586,0.5132832080200501,94.0,57.0,85.0,77.42857142857143,,94.0,57.0
2023-01-05,East US,Storage,94,1694,228,3,1,1,False,0.9494949494949496,0.8491228070175438,81.0,77.0,93.0,77.42857142857143,,94.0,57.0
2023-01-05,Southeast Asia,Storage,62,1782,397,3,1,1,False,0.6262626262626263,0.8932330827067669,82.0,75.0,73.0,72.57142857142857,,84.0,58.0
2023-01-05,East US,VM,81,984,430,3,1,1,False,0.8181818181818182,0.4932330827067669,57.0,91.0,86.0,77.28571428571429,,93.0,57.0
2023-01-06,North Europe,Storage,77,1354,423,4,1,1,False,0.7777777777777778,0.6786967418546366,98.0,93.0,50.0,74.0,,98.0,50.0
2023-01-06,West US,VM,98,941,251,4,1,1,False,0.98989898989899,0.4716791979949875,94.0,56.0,73.0,84.0,,98.0,56.0
2023-01-06,West US,Container,86,1451,280,4,1,1,False,0.8686868686868687,0.7273182957393484,61.0,94.0,73.0,80.71428571428571,,98.0,56.0
2023-01-06,North Europe,VM,98,501,329,4,1,1,False,0.98989898989899,0.2511278195488722,60.0,77.0,73.0,70.14285714285714,,98.0,50.0
2023-01-06,West US,Storage,61,1909,312,4,1,1,False,0.6161616161616161,0.9568922305764412,98.0,77.0,97.0,78.85714285714286,,98.0,56.0
2023-01-06,Southeast Asia,VM,51,1576,371,4,1,1,False,0.5151515151515151,0.7899749373433584,57.0,82.0,84.0,66.57142857142857,,82.0,51.0
2023-01-06,Southeast Asia,Container,53,1962,402,4,1,1,False,0.5353535353535354,0.9834586466165414,75.0,57.0,75.0,65.85714285714286,,82.0,51.0
2023-01-06,Southeast Asia,Storage,75,1939,446,4,1,1,False,0.7575757575757576,0.9719298245614036,51.0,62.0,58.0,69.0,,82.0,51.0
2023-01-06,East US,Container,81,1995,432,4,1,1,False,0.8181818181818182,1.0,93.0,85.0,77.0,82.42857142857143,,94.0,57.0
2023-01-06,North Europe,Container,82,884,325,4,1,1,False,0.8282828282828283,0.4431077694235589,77.0,60.0,50.0,78.57142857142857,,98.0,60.0
2023-01-06,East US,VM,86,1748,433,4,1,1,False,0.8686868686868687,0.8761904761904762,85.0,81.0,57.0,81.57142857142857,,94.0,57.0
2023-01-06,East US,Storage,93,1163,359,4,1,1,False,0.9393939393939394,0.5829573934837092,86.0,94.0,91.0,81.85714285714286,,94.0,57.0
2023-01-07,East US,VM,66,1266,493,5,1,1,True,0.6666666666666666,0.6345864661654136,81.0,86.0,57.0,83.71428571428571,,94.0,66.0
2023-01-07,East US,Storage,73,1383,297,5,1,1,True,0.7373737373737373,0.6932330827067669,66.0,93.0,81.0,82.57142857142857,,94.0,66.0
2023-01-07,East US,Container,55,1481,439,5,1,1,True,0.5555555555555556,0.7423558897243108,73.0,81.0,94.0,77.0,,93.0,55.0
2023-01-07,North Europe,VM,69,1363,398,5,1,1,True,0.696969696969697,0.6832080200501253,82.0,98.0,63.0,79.42857142857143,,98.0,60.0
2023-01-07,Southeast Asia,Container,56,643,311,5,1,1,True,0.5656565656565656,0.3223057644110276,80.0,53.0,62.0,61.71428571428572,,80.0,51.0
2023-01-07,West US,VM,65,1108,400,5,1,1,True,0.6565656565656566,0.5553884711779449,86.0,98.0,93.0,76.71428571428571,,98.0,56.0
2023-01-07,West US,Storage,55,963,458,5,1,1,True,0.5555555555555556,0.4827067669172932,65.0,61.0,56.0,76.57142857142857,,98.0,55.0
2023-01-07,West US,Container,69,1263,346,5,1,1,True,0.696969696969697,0.6330827067669172,55.0,86.0,77.0,75.42857142857143,,98.0,55.0
2023-01-07,North Europe,Container,88,837,328,5,1,1,True,0.8888888888888888,0.4195488721804511,90.0,82.0,93.0,80.57142857142857,,98.0,60.0
2023-01-07,Southeast Asia,VM,60,972,350,5,1,1,True,0.6060606060606061,0.4872180451127819,53.0,51.0,81.0,62.85714285714285,,82.0,51.0
2023-01-07,North Europe,Storage,90,1428,327,5,1,1,True,0.9090909090909092,0.7157894736842105,69.0,77.0,77.0,81.28571428571429,,98.0,60.0
2023-01-07,Southeast Asia,Storage,80,1821,298,5,1,1,True,0.8080808080808081,0.912781954887218,60.0,75.0,82.0,62.57142857142857,,80.0,51.0
2023-01-08,North Europe,Container,69,753,426,6,1,1,True,0.696969696969697,0.3774436090225564,98.0,88.0,77.0,82.57142857142857,,98.0,69.0
2023-01-08,West US,VM,90,1622,346,6,1,1,True,0.9090909090909092,0.8130325814536341,69.0,65.0,94.0,74.85714285714286,,98.0,55.0
2023-01-08,Southeast Asia,VM,97,1009,298,6,1,1,True,0.9797979797979798,0.505764411027569,56.0,60.0,57.0,67.42857142857143,,97.0,51.0
2023-01-08,Southeast Asia,Storage,74,1413,393,6,1,1,True,0.7474747474747475,0.7082706766917293,97.0,80.0,51.0,70.71428571428571,,97.0,53.0
2023-01-08,Southeast Asia,Container,84,1456,368,6,1,1,True,0.8484848484848485,0.7298245614035088,74.0,56.0,75.0,72.0,,97.0,53.0
2023-01-08,West US,Storage,97,707,330,6,1,1,True,0.9797979797979798,0.3543859649122807,90.0,55.0,98.0,74.71428571428571,,97.0,55.0
2023-01-08,West US,Container,69,651,253,6,1,1,True,0.696969696969697,0.3263157894736842,97.0,69.0,61.0,75.85714285714286,,97.0,55.0
2023-01-08,East US,Container,81,1514,208,6,1,1,True,0.8181818181818182,0.7588972431077694,61.0,55.0,93.0,73.57142857142857,,98.0,55.0
2023-01-08,North Europe,VM,82,1127,274,6,1,1,True,0.8282828282828283,0.5649122807017544,88.0,69.0,60.0,83.71428571428571,,98.0,69.0
2023-01-08,North Europe,Storage,98,1943,303,6,1,1,True,0.98989898989899,0.973934837092732,82.0,90.0,98.0,83.71428571428571,,98.0,69.0
2023-01-08,East US,VM,98,501,453,6,1,1,True,0.98989898989899,0.2511278195488722,55.0,66.0,85.0,78.85714285714286,,98.0,55.0
2023-01-08,East US,Storage,61,952,236,6,1,1,True,0.6161616161616161,0.4771929824561403,98.0,73.0,86.0,75.28571428571429,,98.0,55.0
2023-01-09,West US,VM,52,900,327,0,1,1,False,0.5252525252525253,0.4511278195488721,69.0,90.0,86.0,71.0,,97.0,52.0
2023-01-09,West US,Storage,82,1187,221,0,1,1,False,0.8282828282828283,0.5949874686716792,52.0,97.0,65.0,73.42857142857143,,97.0,52.0
2023-01-09,West US,Container,95,537,429,0,1,1,False,0.9595959595959596,0.269172932330827,82.0,69.0,55.0,79.14285714285714,,97.0,52.0
2023-01-09,East US,VM,85,660,267,0,1,1,False,0.8585858585858586,0.3308270676691729,81.0,98.0,81.0,74.14285714285714,,98.0,55.0
2023-01-09,East US,Storage,82,897,476,0,1,1,False,0.8282828282828283,0.4496240601503759,85.0,61.0,66.0,76.42857142857143,,98.0,55.0
2023-01-09,East US,Container,97,1915,334,0,1,1,False,0.9797979797979798,0.9598997493734336,82.0,81.0,73.0,79.85714285714286,,98.0,55.0
2023-01-09,Southeast Asia,Container,98,516,371,0,1,1,False,0.98989898989899,0.2586466165413534,53.0,84.0,80.0,77.0,,98.0,53.0
2023-01-09,Southeast Asia,Storage,53,1046,391,0,1,1,False,0.5353535353535354,0.5243107769423558,77.0,74.0,60.0,74.42857142857143,,97.0,53.0
2023-01-09,Southeast Asia,VM,77,1378,346,0,1,1,False,0.7777777777777778,0.6907268170426065,84.0,97.0,53.0,75.42857142857143,,97.0,56.0
2023-01-09,North Europe,VM,94,1062,463,0,1,1,False,0.9494949494949496,0.5323308270676692,69.0,82.0,82.0,84.28571428571429,,98.0,69.0
2023-01-09,North Europe,Storage,76,526,425,0,1,1,False,0.7676767676767676,0.2636591478696742,94.0,98.0,69.0,85.28571428571429,,98.0,69.0
2023-01-09,North Europe,Container,70,1297,296,0,1,1,False,0.7070707070707071,0.650125313283208,76.0,69.0,90.0,82.42857142857143,,98.0,69.0
2023-01-10,North Europe,Container,52,1185,479,1,1,1,False,0.5252525252525253,0.5939849624060151,74.0,70.0,98.0,69.57142857142857,74.8,94.0,52.0
2023-01-10,North Europe,Storage,74,1065,257,1,1,1,False,0.7474747474747475,0.5338345864661654,52.0,76.0,82.0,76.14285714285714,,98.0,52.0
2023-01-10,East US,VM,77,657,245,1,1,1,False,0.7777777777777778,0.3293233082706767,97.0,85.0,55.0,83.0,,98.0,61.0
2023-01-10,East US,Storage,55,598,432,1,1,1,False,0.5555555555555556,0.2997493734335839,77.0,82.0,98.0,76.85714285714286,,97.0,55.0
2023-01-10,West US,VM,80,1622,387,1,1,1,False,0.8080808080808081,0.8130325814536341,95.0,52.0,69.0,80.71428571428571,,97.0,52.0
2023-01-10,East US,Container,86,779,380,1,1,1,False,0.8686868686868687,0.3904761904761905,55.0,97.0,61.0,80.42857142857143,80.7,97.0,55.0
2023-01-10,West US,Storage,82,1639,390,1,1,1,False,0.8282828282828283,0.8215538847117795,80.0,82.0,90.0,79.57142857142857,,97.0,52.0
2023-01-10,West US,Container,70,1427,360,1,1,1,False,0.7070707070707071,0.7152882205513784,82.0,95.0,97.0,75.71428571428571,75.9,95.0,52.0
2023-01-10,Southeast Asia,Container,89,1916,498,1,1,1,False,0.898989898989899,0.9604010025062656,51.0,98.0,74.0,78.71428571428571,71.83333333333333,99.0,51.0
2023-01-10,Southeast Asia,Storage,51,654,472,1,1,1,False,0.5151515151515151,0.3278195488721804,99.0,53.0,97.0,76.57142857142857,,99.0,51.0
2023-01-10,Southeast Asia,VM,99,1811,350,1,1,1,False,1.0,0.9077694235588972,98.0,77.0,56.0,83.14285714285714,,99.0,53.0
2023-01-10,North Europe,VM,52,627,217,1,1,1,False,0.5252525252525253,0.3142857142857143,70.0,94.0,88.0,77.28571428571429,,98.0,52.0
2023-01-11,Southeast Asia,Container,91,1337,470,2,1,1,False,0.9191919191919192,0.6701754385964912,71.0,89.0,53.0,81.42857142857143,71.4,99.0,51.0
2023-01-11,Southeast Asia,Storage,71,804,379,2,1,1,False,0.7171717171717171,0.4030075187969925,71.0,51.0,77.0,76.0,70.93333333333334,99.0,51.0
2023-01-11,Southeast Asia,VM,71,813,257,2,1,1,False,0.7171717171717171,0.4075187969924812,89.0,99.0,84.0,76.85714285714286,71.1,99.0,51.0
2023-01-11,East US,VM,97,1562,369,2,1,1,False,0.9797979797979798,0.7829573934837093,86.0,77.0,81.0,82.71428571428571,81.0,97.0,55.0
2023-01-11,North Europe,Container,74,1074,389,2,1,1,False,0.7474747474747475,0.5383458646616541,72.0,52.0,76.0,67.28571428571429,75.36666666666666,77.0,52.0
2023-01-11,East US,Storage,75,1420,212,2,1,1,False,0.7575757575757576,0.7117794486215538,97.0,55.0,85.0,81.28571428571429,80.43333333333334,97.0,55.0
2023-01-11,East US,Container,56,535,372,2,1,1,False,0.5656565656565656,0.2681704260651629,75.0,86.0,82.0,77.57142857142857,79.96666666666667,97.0,55.0
2023-01-11,West US,Container,61,970,342,2,1,1,False,0.6161616161616161,0.4862155388471177,95.0,70.0,82.0,78.85714285714286,76.83333333333333,95.0,61.0
2023-01-11,West US,Storage,95,899,341,2,1,1,False,0.9595959595959596,0.4506265664160401,69.0,82.0,52.0,81.85714285714286,76.53333333333333,95.0,69.0
2023-01-11,West US,VM,69,820,463,2,1,1,False,0.696969696969697,0.4110275689223057,70.0,80.0,69.0,75.71428571428571,76.2,95.0,52.0
2023-01-11,North Europe,VM,77,1877,487,2,1,1,False,0.7777777777777778,0.9408521303258144,52.0,52.0,69.0,70.71428571428571,74.93333333333334,94.0,52.0
2023-01-11,North Europe,Storage,72,1353,250,2,1,1,False,0.7272727272727273,0.6781954887218045,77.0,74.0,94.0,67.57142857142857,75.63333333333334,77.0,52.0
2023-01-12,North Europe,Container,75,616,478,3,1,1,False,0.7575757575757576,0.3087719298245614,68.0,74.0,74.0,72.71428571428571,75.06666666666666,91.0,52.0
2023-01-12,North Europe,Storage,68,1581,428,3,1,1,False,0.6868686868686869,0.7924812030075188,91.0,72.0,52.0,72.57142857142857,75.76666666666667,91.0,52.0
2023-01-12,Southeast Asia,Container,97,987,436,3,1,1,False,0.9797979797979798,0.4947368421052631,50.0,91.0,51.0,75.28571428571429,72.43333333333334,97.0,50.0
2023-01-12,North Europe,VM,91,1156,319,3,1,1,False,0.9191919191919192,0.5794486215538847,74.0,77.0,70.0,70.28571428571429,76.7,91.0,52.0
2023-01-12,Southeast Asia,VM,58,1512,328,3,1,1,False,0.5858585858585859,0.7578947368421053,91.0,71.0,98.0,75.71428571428571,71.13333333333334,99.0,51.0
2023-01-12,Southeast Asia,Storage,50,1301,295,3,1,1,False,0.5050505050505051,0.6521303258145363,58.0,71.0,99.0,68.71428571428571,70.96666666666667,91.0,50.0
2023-01-12,West US,Storage,84,1322,343,3,1,1,False,0.8484848484848485,0.66265664160401,53.0,95.0,80.0,73.42857142857143,77.7,95.0,53.0
2023-01-12,West US,Container,62,869,323,3,1,1,False,0.6262626262626263,0.4355889724310777,84.0,61.0,82.0,70.57142857142857,76.46666666666667,95.0,53.0
2023-01-12,East US,Container,93,504,302,3,1,1,False,0.9393939393939394,0.2526315789473684,82.0,56.0,55.0,83.0,79.7,97.0,56.0
2023-01-12,East US,Storage,82,763,252,3,1,1,False,0.8282828282828283,0.3824561403508772,92.0,75.0,77.0,77.57142857142857,79.46666666666667,97.0,55.0
2023-01-12,East US,VM,92,943,300,3,1,1,False,0.9292929292929292,0.4726817042606516,56.0,97.0,97.0,76.85714285714286,79.83333333333333,97.0,55.0
2023-01-12,West US,VM,53,1273,246,3,1,1,False,0.5353535353535354,0.638095238095238,61.0,69.0,95.0,72.85714285714286,76.66666666666667,95.0,53.0
2023-01-13,West US,VM,52,1599,353,4,1,1,False,0.5252525252525253,0.8015037593984963,62.0,53.0,70.0,68.0,75.23333333333333,95.0,52.0
2023-01-13,West US,Storage,65,1958,285,4,1,1,False,0.6565656565656566,0.981453634085213,52.0,84.0,69.0,67.42857142857143,75.16666666666667,95.0,52.0
2023-01-13,Southeast Asia,VM,85,1812,453,4,1,1,False,0.8585858585858586,0.9082706766917292,97.0,58.0,89.0,74.71428571428571,72.83333333333333,97.0,50.0
2023-01-13,Southeast Asia,Storage,79,856,222,4,1,1,False,0.797979797979798,0.4290726817042606,85.0,50.0,71.0,75.85714285714286,73.26666666666667,97.0,50.0
2023-01-13,Southeast Asia,Container,59,1623,489,4,1,1,False,0.5959595959595959,0.8135338345864662,79.0,97.0,71.0,74.14285714285714,72.43333333333334,97.0,50.0
2023-01-13,West US,Container,78,1743,268,4,1,1,False,0.7878787878787878,0.8736842105263158,65.0,62.0,95.0,65.0,75.33333333333333,84.0,52.0
2023-01-13,North Europe,VM,96,1508,293,4,1,1,False,0.9696969696969696,0.755889724310777,75.0,91.0,52.0,79.0,75.13333333333334,96.0,68.0
2023-01-13,North Europe,Container,65,717,238,4,1,1,False,0.6565656565656566,0.3593984962406015,95.0,75.0,72.0,80.57142857142857,75.9,96.0,65.0
2023-01-13,North Europe,Storage,95,1457,403,4,1,1,False,0.9595959595959596,0.7303258145363408,96.0,68.0,77.0,81.57142857142857,76.16666666666667,96.0,68.0
2023-01-13,East US,VM,50,1795,388,4,1,1,False,0.5050505050505051,0.899749373433584,93.0,92.0,86.0,77.85714285714286,78.26666666666667,97.0,50.0
2023-01-13,East US,Storage,88,1203,268,4,1,1,False,0.8888888888888888,0.6030075187969924,50.0,82.0,97.0,76.57142857142857,78.36666666666666,93.0,50.0
2023-01-13,East US,Container,71,1360,446,4,1,1,False,0.7171717171717171,0.681704260651629,88.0,93.0,75.0,76.0,78.83333333333333,93.0,50.0
2023-01-14,North Europe,Storage,92,1791,264,5,1,1,True,0.9292929292929292,0.8977443609022556,82.0,95.0,91.0,81.85714285714286,78.36666666666666,96.0,65.0
2023-01-14,West US,Container,61,1189,362,5,1,1,True,0.6161616161616161,0.5959899749373434,76.0,78.0,84.0,63.57142857142857,72.83333333333333,78.0,51.0
2023-01-14,West US,Storage,76,1351,351,5,1,1,True,0.7676767676767676,0.6771929824561403,51.0,65.0,53.0,66.85714285714286,73.9,84.0,51.0
2023-01-14,West US,VM,51,996,359,5,1,1,True,0.5151515151515151,0.4992481203007519,78.0,52.0,61.0,63.57142857142857,73.8,84.0,51.0
2023-01-14,East US,Storage,81,1268,203,5,1,1,True,0.8181818181818182,0.6355889724310777,80.0,88.0,92.0,77.85714285714286,78.6,93.0,50.0
2023-01-14,East US,Container,65,1291,446,5,1,1,True,0.6565656565656566,0.6471177944862155,81.0,71.0,82.0,75.42857142857143,78.86666666666666,93.0,50.0
2023-01-14,North Europe,VM,82,1456,378,5,1,1,True,0.8282828282828283,0.7298245614035088,65.0,96.0,74.0,81.71428571428571,76.96666666666667,96.0,65.0
2023-01-14,East US,VM,80,1261,346,5,1,1,True,0.8080808080808081,0.6320802005012531,71.0,50.0,56.0,79.42857142857143,78.46666666666667,93.0,50.0
2023-01-14,Southeast Asia,VM,93,784,211,5,1,1,True,0.9393939393939394,0.3929824561403509,59.0,85.0,91.0,74.42857142857143,73.6,97.0,50.0
2023-01-14,Southeast Asia,Storage,80,1825,452,5,1,1,True,0.8080808080808081,0.9147869674185464,93.0,79.0,58.0,77.57142857142857,73.76666666666667,97.0,50.0
2023-01-14,Southeast Asia,Container,99,534,414,5,1,1,True,1.0,0.2676691729323308,80.0,59.0,50.0,84.57142857142857,74.36666666666666,99.0,59.0
2023-01-14,North Europe,Container,82,1691,242,5,1,1,True,0.8282828282828283,0.8476190476190476,92.0,65.0,68.0,83.85714285714286,79.0,96.0,65.0
2023-01-15,Southeast Asia,Storage,81,536,467,6,1,1,True,0.8181818181818182,0.268671679197995,73.0,80.0,85.0,80.57142857142857,74.7,99.0,59.0
2023-01-15,West US,Container,70,1520,448,6,1,1,True,0.7070707070707071,0.7619047619047619,94.0,61.0,65.0,69.42857142857143,72.6,94.0,51.0
2023-01-15,West US,Storage,94,1598,416,6,1,1,True,0.9494949494949496,0.8010025062656642,56.0,76.0,52.0,68.71428571428571,73.4,94.0,51.0
2023-01-15,West US,VM,56,1719,313,6,1,1,True,0.5656565656565656,0.8616541353383459,61.0,51.0,62.0,62.71428571428572,72.83333333333333,78.0,51.0
2023-01-15,North Europe,VM,85,1917,391,6,1,1,True,0.8585858585858586,0.9609022556390976,82.0,82.0,75.0,85.28571428571429,79.26666666666667,96.0,65.0
2023-01-15,North Europe,Storage,84,1622,235,6,1,1,True,0.8484848484848485,0.8130325814536341,85.0,92.0,96.0,83.57142857142857,78.96666666666667,95.0,65.0
2023-01-15,East US,Storage,78,1469,289,6,1,1,True,0.7878787878787878,0.7363408521303259,66.0,81.0,50.0,75.57142857142857,77.83333333333333,88.0,65.0
2023-01-15,North Europe,Container,67,1508,295,6,1,1,True,0.6767676767676768,0.755889724310777,84.0,82.0,95.0,79.57142857142857,79.2,92.0,65.0
2023-01-15,Southeast Asia,VM,73,1162,389,6,1,1,True,0.7373737373737373,0.5824561403508772,99.0,93.0,97.0,81.14285714285714,74.06666666666666,99.0,59.0
2023-01-15,East US,VM,66,589,463,6,1,1,True,0.6666666666666666,0.2952380952380952,65.0,80.0,93.0,71.57142857142857,78.36666666666666,88.0,50.0
2023-01-15,East US,Container,83,614,304,6,1,1,True,0.8383838383838383,0.3077694235588972,78.0,65.0,88.0,74.85714285714286,77.76666666666667,83.0,65.0
2023-01-15,Southeast Asia,Container,98,778,416,6,1,1,True,0.98989898989899,0.3899749373433584,81.0,99.0,79.0,83.28571428571429,76.06666666666666,99.0,59.0
2023-01-16,North Europe,Container,54,1622,224,0,1,1,False,0.5454545454545454,0.8130325814536341,68.0,67.0,92.0,70.85714285714286,76.56666666666666,85.0,54.0
